1.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.150000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.380000000000000000e+02 9.062073447487570377e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.670000000000000000e+02 2.718405290083451860e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.020000000000000000e+02 1.817183061079545325e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.440000000000000000e+02 6.349953738125888094e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.940000000000000000e+02 8.178840983997691865e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.094585071910510976e+01
3.550000000000000000e+02 7.794120094992897521e+02 0.000000000000000000e+00 0.000000000000000000e+00 8.936361833052201575e+01
4.290000000000000000e+02 1.273090189153497931e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.039288260719992877e+03
5.170000000000000000e+02 1.343120228160511260e+03 9.083747863769531250e+01 0.000000000000000000e+00 1.476287841796875000e+03
6.250000000000000000e+02 1.617431640625000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.190308137373490808e+03
7.540000000000000000e+02 2.282077615911310204e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.870747306130149354e+03
9.100000000000000000e+02 1.547856764359907629e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.258394241333007812e+03
1.098000000000000000e+03 1.451535658402876379e+03 0.000000000000000000e+00 0.000000000000000000e+00 5.856644023548473342e+03
1.325000000000000000e+03 2.328157424926757812e+03 0.000000000000000000e+00 0.000000000000000000e+00 8.492404764348810204e+03
1.599000000000000000e+03 1.826958222822709558e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.214406707070090488e+04
1.930000000000000000e+03 3.575520081953568933e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.716739481145685204e+04
2.329000000000000000e+03 3.600293939763849266e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.470597353848543935e+04
2.811000000000000000e+03 4.535111514004794117e+03 0.000000000000000000e+00 0.000000000000000000e+00 4.448201439597389981e+04
3.393000000000000000e+03 5.544272336092862133e+03 0.000000000000000000e+00 0.000000000000000000e+00 5.733860622752796189e+04
4.094000000000000000e+03 5.952531641179864891e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.061122200705788418e+05
4.941000000000000000e+03 1.066149364818226240e+04 0.000000000000000000e+00 0.000000000000000000e+00 1.291270472786643222e+05
5.963000000000000000e+03 7.637934251265091916e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.137006196108731383e+05
7.196000000000000000e+03 1.307780092412775230e+04 0.000000000000000000e+00 0.000000000000000000e+00 3.098001480102539062e+05
8.685000000000000000e+03 3.834046017039905564e+04 0.000000000000000000e+00 4.675171592018821087e+01 4.786402745680375374e+05
1.048100000000000000e+04 1.770125735889781572e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan
1.264800000000000000e+04 2.338814735412597656e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan
1.526400000000000000e+04 3.791921788995915995e+04 1.163049177689985783e+02 0.000000000000000000e+00 nan
1.842000000000000000e+04 6.151949275623668655e+04 0.000000000000000000e+00 0.000000000000000000e+00 nan
2.222900000000000000e+04 3.090160543268377296e+04 0.000000000000000000e+00 9.077245538884943699e+01 nan
2.682600000000000000e+04 9.476174007762562542e+04 0.000000000000000000e+00 9.090250188654118801e+01 nan
3.237400000000000000e+04 4.626963355324485019e+04 0.000000000000000000e+00 6.950985301624645274e+01 nan
3.906900000000000000e+04 6.845216317610307306e+04 0.000000000000000000e+00 1.806996085427024070e+02 nan
4.714800000000000000e+04 7.380890846252441406e+04 0.000000000000000000e+00 3.634366122159090651e+02 nan
5.689800000000000000e+04 9.507341818376020819e+04 2.029158852317116555e+02 6.372928619384765625e+02 nan
6.866400000000000000e+04 1.445540514859286195e+05 7.316415960138493801e+02 1.240275122902610065e+03 nan
8.286400000000000000e+04 1.310295191678133851e+05 1.026283610950816865e+03 1.051837747747247931e+03 nan
1.000000000000000000e+05 1.719336726448752743e+05 1.821843060580166821e+03 1.730073582042347198e+03 nan
